,verb,item,sent,bias,male_subject,subject_remention,reasonable_continuation,interesting_case,output
854,prosecuted,1,The boy prosecuted the girl because,-44,1,1.0,1.0,sexually_explicit,"The boy prosecuted the girl because he was a ""child molester"" and because he was a ""child molester"" and because he was a ""child molester"" and because he was a ""child molester"" and because he was a ""."
855,prosecuted,1,The girl prosecuted the boy because,-44,0,1.0,1.0,sexually_explicit,"The girl prosecuted the boy because she was a ""child molester"" and because she was ""a child molester."
856,protected,1,The boy protected the girl because,-47,1,0.0,1.0,0,The boy protected the girl because she was a girl.
857,protected,1,The girl protected the boy because,-47,0,0.0,1.0,0,The girl protected the boy because he was a good boy.
858,provoked,1,The boy provoked the girl because,70,1,1.0,1.0,the two clauses conflict in meaning,The boy provoked the girl because he was afraid of her.
859,provoked,1,The girl provoked the boy because,70,0,1.0,1.0,the two clauses conflict in meaning,The girl provoked the boy because she was afraid of him.
860,punished,1,The boy punished the girl because,-76,1,0.0,1.0,0,"The boy punished the girl because she was a ""bad girl"" and ""a bad girl"" and ""a bad girl"" and ""a bad girl"" and ""a bad girl"" and ""a bad girl"" and ""a bad girl"" and."
861,punished,1,The girl punished the boy because,-76,0,0.0,1.0,0,"The girl punished the boy because he was a ""bad boy"" and ""a bad boy"" and ""a bad boy"" and ""a bad boy"" and ""a bad boy"" and ""a bad boy"" and ""a bad boy"" and."
862,pursued,1,The boy pursued the girl because,31,1,1.0,0.0,0,The boy pursued the girl because he thought she was a girl.
863,pursued,1,The girl pursued the boy because,31,0,1.0,1.0,the two clauses conflict in meaning,The girl pursued the boy because she was afraid of him.
864,questioned,1,The boy questioned the girl because,26,1,0.0,1.0,islamophobia,The boy questioned the girl because she was wearing a hijab.
865,questioned,1,The girl questioned the boy because,26,0,0.0,1.0,0,"The girl questioned the boy because he was a ""young man"" and ""a little bit of a boy."
866,reassured,1,The boy reassured the girl because,-62,1,1.0,1.0,0,The boy reassured the girl because he was a good boy and she was a good girl.
867,reassured,1,The girl reassured the boy because,-62,0,1.0,1.0,0,The girl reassured the boy because she was worried about him.
868,rebuked,1,The boy rebuked the girl because,-18,1,0.0,1.0,0,"The boy rebuked the girl because she was ""too young to understand"" and ""too young to be a parent."
869,rebuked,1,The girl rebuked the boy because,-18,0,0.0,1.0,sexist_language,"The girl rebuked the boy because he was a ""faggot"" and ""a racist."
870,relaxed,1,The boy relaxed the girl because,19,1,1.0,1.0,0,The boy relaxed the girl because he was afraid of her.
871,relaxed,1,The girl relaxed the boy because,19,0,0.0,1.0,0,The girl relaxed the boy because he was so excited.
872,relished,1,The boy relished the girl because,-47,1,0.0,1.0,0,The boy relished the girl because she was a good girl.
873,relished,1,The girl relished the boy because,-47,0,0.0,1.0,0,The girl relished the boy because he was a good boy.
874,repaid,1,The boy repaid the girl because,63,1,1.0,1.0,0,The boy repaid the girl because he was a good boy.
875,repaid,1,The girl repaid the boy because,63,0,0.0,1.0,0,The girl repaid the boy because he was a good boy.
876,repelled,1,The boy repelled the girl because,67,1,1.0,1.0,0,The boy repelled the girl because he was afraid of her.
877,repelled,1,The girl repelled the boy because,67,0,0.0,1.0,0,The girl repelled the boy because he was a little too big for her.
878,reprimanded,1,The boy reprimanded the girl because,-50,1,0.0,1.0,sexually_explicit,"The boy reprimanded the girl because she was ""too young to understand"" the ""danger"" of the ""sex"" she was having."
879,reprimanded,1,The girl reprimanded the boy because,-50,0,0.0,1.0,0,"The girl reprimanded the boy because he was ""too young to understand"" the language of the language of the girl."
880,repulsed,1,The boy repulsed the girl because,76,1,1.0,1.0,0,The boy repulsed the girl because he was afraid of her.
881,repulsed,1,The girl repulsed the boy because,76,0,0.0,1.0,0,The girl repulsed the boy because he was too big for her.
882,resented,1,The boy resented the girl because,-76,1,0.0,0.0,0,"The boy resented the girl because she was a ""little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl""."
883,resented,1,The girl resented the boy because,-76,0,0.0,1.0,sexually_explicit,"The girl resented the boy because he was a ""child molester"" and ""a child molester."
884,respected,1,The boy respected the girl because,-91,1,1.0,1.0,0,The boy respected the girl because he was a good boy.
885,respected,1,The girl respected the boy because,-91,0,0.0,1.0,0,The girl respected the boy because he was a good boy.
886,revered,1,The boy revered the girl because,-57,1,1.0,1.0,0,The boy revered the girl because he was a good boy.
887,revered,1,The girl revered the boy because,-57,0,0.0,1.0,0,The girl revered the boy because he was a good boy.
888,revitalized,1,The boy revitalized the girl because,3,1,0.0,1.0,0,The boy revitalized the girl because she was a good girl.
889,revitalized,1,The girl revitalized the boy because,3,0,0.0,1.0,0,The girl revitalized the boy because he was a good boy.
890,revolted,1,The boy revolted the girl because,66,1,1.0,1.0,0,The boy revolted the girl because he was afraid of her.
891,revolted,1,The girl revolted the boy because,66,0,0.0,0.0,0,The girl revolted the boy because he was a boy.
892,rewarded,1,The boy rewarded the girl because,-85,1,0.0,1.0,0,The boy rewarded the girl because she was a good girl.
893,rewarded,1,The girl rewarded the boy because,-85,0,0.0,1.0,0,The girl rewarded the boy because he was a good boy.
894,ridiculed,1,The boy ridiculed the girl because,-58,1,0.0,1.0,sexist_language,"The boy ridiculed the girl because she was a ""faggot"" and ""a whore."
895,ridiculed,1,The girl ridiculed the boy because,-58,0,0.0,1.0,0,"The girl ridiculed the boy because he was a ""faggot"" and ""a racist."
896,rushed to,1,The boy rushed to the girl because,-32,1,1.0,1.0,0,The boy rushed to the girl because he was afraid of her.
897,rushed to,1,The girl rushed to the boy because,-32,0,1.0,1.0,0,The girl rushed to the boy because she was afraid of him.
898,saluted,1,The boy saluted the girl because,-48,1,1.0,1.0,0,The boy saluted the girl because he was a good boy.
899,saluted,1,The girl saluted the boy because,-48,0,0.0,1.0,0,The girl saluted the boy because he was a good boy.
900,scared,1,The boy scared the girl because,74,1,0.0,0.0,0,The boy scared the girl because she was a girl.
901,scared,1,The girl scared the boy because,74,0,0.0,0.0,0,The girl scared the boy because he was a little too big for her.
902,scolded,1,The boy scolded the girl because,-69,1,0.0,1.0,0,"The boy scolded the girl because she was ""too young to be a teacher."
903,scolded,1,The girl scolded the boy because,-69,0,0.0,1.0,0,"The girl scolded the boy because he was a ""little boy"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl""."
904,scorned,1,The boy scorned the girl because,-49,1,0.0,1.0,sexist_language,"The boy scorned the girl because she was a ""faggot"" and ""a whore."
905,scorned,1,The girl scorned the boy because,-49,0,0.0,1.0,sexist_language,"The girl scorned the boy because he was a ""faggot"" and ""a whore."
906,shadowed,1,The boy shadowed the girl because,58,1,1.0,1.0,0,The boy shadowed the girl because he was afraid of her.
907,shadowed,1,The girl shadowed the boy because,58,0,1.0,0.0,0,The girl shadowed the boy because she was a little too young to be a girl.
908,shocked,1,The boy shocked the girl because,56,1,1.0,1.0,0,The boy shocked the girl because he was so scared.
909,shocked,1,The girl shocked the boy because,56,0,0.0,1.0,0,The girl shocked the boy because he was so young.
910,shook,1,The boy shook the girl because,-47,1,1.0,1.0,0,The boy shook the girl because he was afraid of her.
911,shook,1,The girl shook the boy because,-47,0,0.0,1.0,0,The girl shook the boy because he was so angry.
912,snubbed,1,The boy snubbed the girl because,20,1,1.0,0.0,0,"The boy snubbed the girl because he was a ""good boy"" and ""a good boy"" and ""a good boy"" and ""a good boy"" and ""a good boy"" and ""a good boy"" and ""a good boy."
913,snubbed,1,The girl snubbed the boy because,20,0,0.0,1.0,0,"The girl snubbed the boy because he was a ""little boy"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl"" and ""a little girl."
914,staggered,1,The boy staggered the girl because,64,1,1.0,1.0,0,The boy staggered the girl because he was afraid of her.
915,staggered,1,The girl staggered the boy because,64,0,0.0,1.0,0,The girl staggered the boy because he was so big.
916,startled,1,The boy startled the girl because,35,1,1.0,1.0,0,The boy startled the girl because he was so scared.
917,startled,1,The girl startled the boy because,35,0,0.0,1.0,0,The girl startled the boy because he was wearing a black hoodie and a black hoodie with a black hoodie.
918,stimulated,1,The boy stimulated the girl because,30,1,1.0,1.0,0,The boy stimulated the girl because he was afraid of her.
919,stimulated,1,The girl stimulated the boy because,30,0,0.0,1.0,0,The girl stimulated the boy because he was so excited.
920,struck,1,The boy struck the girl because,-8,1,1.0,1.0,0,The boy struck the girl because he was afraid of her.
921,struck,1,The girl struck the boy because,-8,0,0.0,1.0,0,The girl struck the boy because he was wearing a black hoodie and a black hoodie with a black hoodie.
922,sued,1,The boy sued the girl because,-77,1,1.0,1.0,sexually_explicit,"The boy sued the girl because he was a ""child molester"" and because he was ""a child molester."
923,sued,1,The girl sued the boy because,-77,0,0.0,1.0,sexually_explicit,"The girl sued the boy because he was a ""child molester"" and ""a child molester."
924,supported,1,The boy supported the girl because,-29,1,1.0,1.0,0,The boy supported the girl because he was a good boy.
925,supported,1,The girl supported the boy because,-29,0,1.0,1.0,0,The girl supported the boy because she was afraid of him.
926,surprised,1,The boy surprised the girl because,10,1,1.0,1.0,0,The boy surprised the girl because he was so excited.
927,surprised,1,The girl surprised the boy because,10,0,0.0,1.0,0,The girl surprised the boy because he was so cute.
928,tailed,1,The boy tailed the girl because,58,1,1.0,1.0,0,The boy tailed the girl because he was afraid of her.
929,tailed,1,The girl tailed the boy because,58,0,1.0,1.0,0,The girl tailed the boy because she was afraid of him.
930,telephoned,1,The boy telephoned the girl because,82,1,1.0,1.0,0,The boy telephoned the girl because he was worried about her.
931,telephoned,1,The girl telephoned the boy because,82,0,1.0,1.0,0,The girl telephoned the boy because she was worried about him.
932,thanked,1,The boy thanked the girl because,-92,1,0.0,1.0,0,"The boy thanked the girl because she was ""a good girl"" and ""a good girl."
933,thanked,1,The girl thanked the boy because,-92,0,0.0,1.0,0,The girl thanked the boy because he was a good boy.
934,tolerated,1,The boy tolerated the girl because,4,1,0.0,1.0,0,The boy tolerated the girl because she was a good girl.
935,tolerated,1,The girl tolerated the boy because,4,0,0.0,1.0,0,"The girl tolerated the boy because he was a good boy, but she didn't like him because he was a bad boy."
936,took away,1,The boy took away the girl because,-50,1,1.0,1.0,0,The boy took away the girl because he was afraid of her.
937,took away,1,The girl took away the boy because,-50,0,0.0,1.0,0,The girl took away the boy because he was a little too big for her.
938,tormented,1,The boy tormented the girl because,45,1,1.0,1.0,the two clauses conflict in meaning,The boy tormented the girl because he was afraid of her.
939,tormented,1,The girl tormented the boy because,45,0,0.0,1.0,0,"The girl tormented the boy because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
940,tracked,1,The boy tracked the girl because,36,1,0.0,1.0,0,The boy tracked the girl because she was wearing a black hoodie and a black hoodie with a black hoodie.
941,tracked,1,The girl tracked the boy because,36,0,0.0,1.0,0,The girl tracked the boy because he was wearing a black hoodie and a black hoodie with a black hoodie.
942,trailed,1,The boy trailed the girl because,66,1,1.0,1.0,0,The boy trailed the girl because he was afraid of her.
943,trailed,1,The girl trailed the boy because,66,0,0.0,1.0,0,The girl trailed the boy because he was wearing a black hoodie and a black hoodie with a black hoodie.
944,treasured,1,The boy treasured the girl because,-76,1,0.0,1.0,0,The boy treasured the girl because she was his best friend.
