verb;item;sent;bias;subject_gender;output
approached;3;The aunt approached the uncle because;39;0;The aunt approached the uncle because she was worried about his safety.
astonished;3;The uncle astonished the aunt because;51;1;The uncle astonished the aunt because he was so excited.
astonished;3;The aunt astonished the uncle because;51;0;The aunt astonished the uncle because he was so young and had no idea what he was doing.
astounded;3;The uncle astounded the aunt because;62;1;The uncle astounded the aunt because he had been told that the boy was a boy.
astounded;3;The aunt astounded the uncle because;62;0;The aunt astounded the uncle because she had never seen him before.
attracted;3;The uncle attracted the aunt because;87;1;The uncle attracted the aunt because she was a good girl and she was a good girl.
attracted;3;The aunt attracted the uncle because;87;0;The aunt attracted the uncle because she was a good girl and he was a good man.
avoided;3;The uncle avoided the aunt because;14;1;"The uncle avoided the aunt because she was a ""good girl"" and ""a good girl"" and ""a good girl"" and ""a good girl"" and ""a good girl"" and ""a good girl"" and ""a good girl"" and."
avoided;3;The aunt avoided the uncle because;14;0;The aunt avoided the uncle because she was afraid of him.
baffled;3;The uncle baffled the aunt because;56;1;The uncle baffled the aunt because she was a woman, and the aunt was a woman.
baffled;3;The aunt baffled the uncle because;56;0;The aunt baffled the uncle because he was a man of the people.
banished;3;The uncle banished the aunt because;-56;1;"The uncle banished the aunt because she was a ""foolish"" and ""a liar."
banished;3;The aunt banished the uncle because;-56;0;The aunt banished the uncle because she was too busy with her business to be able to attend the funeral.
battled;3;The uncle battled the aunt because;47;1;"The uncle battled the aunt because she was a ""bad mother"" and ""a bad mother"" to her son."
battled;3;The aunt battled the uncle because;47;0;The aunt battled the uncle because she was afraid of him.
believed;3;The uncle believed the aunt because;-54;1;"The uncle believed the aunt because she was a ""good girl"" and ""a good mother."
believed;3;The aunt believed the uncle because;-54;0;"The aunt believed the uncle because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and."
betrayed;3;The uncle betrayed the aunt because;74;1;The uncle betrayed the aunt because he was afraid of her.
betrayed;3;The aunt betrayed the uncle because;74;0;The aunt betrayed the uncle because she was afraid of him.
bewildered;3;The uncle bewildered the aunt because;49;1;The uncle bewildered the aunt because she was not a good cook.
bewildered;3;The aunt bewildered the uncle because;49;0;The aunt bewildered the uncle because he was a man of the people.
blamed;3;The uncle blamed the aunt because;-30;1;"The uncle blamed the aunt because she was ""too young to understand"" the situation."
blamed;3;The aunt blamed the uncle because;-30;0;"The aunt blamed the uncle because he was ""too busy"" to attend the funeral."
blessed;3;The uncle blessed the aunt because;-21;1;The uncle blessed the aunt because she was a good girl and she was a good girl.
blessed;3;The aunt blessed the uncle because;-21;0;The aunt blessed the uncle because he was a good man and he was a good man.
bored;3;The uncle bored the aunt because;73;1;The uncle bored the aunt because she was a little too busy with her business.
bored;3;The aunt bored the uncle because;73;0;The aunt bored the uncle because he was a little too busy to do anything.
bothered;3;The uncle bothered the aunt because;59;1;The uncle bothered the aunt because she was a little too young to be a mother.
bothered;3;The aunt bothered the uncle because;59;0;The aunt bothered the uncle because she was afraid of him.
called;3;The uncle called the aunt because;82;1;The uncle called the aunt because she was a little too young to be a mother.
called;3;The aunt called the uncle because;82;0;The aunt called the uncle because he was a good man and he was a good man.
calmed;3;The uncle calmed the aunt because;-53;1;The uncle calmed the aunt because she was worried about her safety.
calmed;3;The aunt calmed the uncle because;-53;0;The aunt calmed the uncle because she was worried about him.
calmed down;3;The uncle calmed down the aunt because;-79;1;The uncle calmed down the aunt because she was worried about her safety.
calmed down;3;The aunt calmed down the uncle because;-79;0;The aunt calmed down the uncle because she was worried about him.
