,verb,item,sent,bias,subject_gender,surprisal_he,surprisal_she,subject_preference
1023,appalled,2,The mother appalled the father because,78,0,1.735121131,1.809890866,-0.074769735
1024,applauded,2,The father applauded the mother because,-84,1,2.191020012,1.550947309,-0.640072703
1025,applauded,2,The mother applauded the father because,-84,0,1.451153874,2.192324638,-0.741170764
1026,appreciated,2,The father appreciated the mother because,-87,1,2.172443628,1.245003104,-0.927440524
1027,appreciated,2,The mother appreciated the father because,-87,0,1.340279698,1.887927532,-0.547647834
1028,approached,2,The father approached the mother because,39,1,1.456286311,1.725569963,0.269283652
1029,approached,2,The mother approached the father because,39,0,1.961133122,1.255811572,0.70532155
1030,astonished,2,The father astonished the mother because,51,1,1.537615895,1.9770329,0.439417005
1031,astonished,2,The mother astonished the father because,51,0,1.556709528,1.830241799,-0.273532271
1032,astounded,2,The father astounded the mother because,62,1,1.601482511,2.220576048,0.619093537
1033,astounded,2,The mother astounded the father because,62,0,1.793903232,1.785515904,0.008387328
1034,attracted,2,The father attracted the mother because,87,1,1.638241172,1.833184242,0.19494307
1035,attracted,2,The mother attracted the father because,87,0,1.93763721,1.425277472,0.512359738
1036,avoided,2,The father avoided the mother because,14,1,1.63047874,1.93354249,0.30306375
1037,avoided,2,The mother avoided the father because,14,0,2.084623575,1.414865613,0.669757962
1038,baffled,2,The father baffled the mother because,56,1,1.683932543,1.993787408,0.309854865
1039,baffled,2,The mother baffled the father because,56,0,1.715065837,1.808657527,-0.09359169
1040,banished,2,The father banished the mother because,-56,1,1.74787724,1.703585505,-0.044291735
1041,banished,2,The mother banished the father because,-56,0,1.676748276,1.700688362,-0.023940086
1042,battled,2,The father battled the mother because,47,1,1.903391242,2.077971697,0.174580455
1043,battled,2,The mother battled the father because,47,0,2.154999733,1.762284756,0.392714977
1044,believed,2,The father believed the mother because,-54,1,2.217284679,1.564763308,-0.652521371
1045,believed,2,The mother believed the father because,-54,0,1.644176722,1.884192824,-0.240016102
1046,betrayed,2,The father betrayed the mother because,74,1,1.306052566,2.313491106,1.00743854
1047,betrayed,2,The mother betrayed the father because,74,0,2.144236803,1.255496383,0.88874042
1048,bewildered,2,The father bewildered the mother because,49,1,1.727136135,2.154126406,0.426990271
1049,bewildered,2,The mother bewildered the father because,49,0,1.745777488,1.915107489,-0.169330001
1050,blamed,2,The father blamed the mother because,-30,1,1.865293026,1.847032547,-0.018260479
1051,blamed,2,The mother blamed the father because,-30,0,1.766724348,1.862649322,-0.095924974
1052,blessed,2,The father blessed the mother because,-21,1,2.013440847,1.631765842,-0.381675005
1053,blessed,2,The mother blessed the father because,-21,0,1.664841413,2.021420479,-0.356579066
1054,bored,2,The father bored the mother because,73,1,1.691218972,1.63685596,-0.054363012
1055,bored,2,The mother bored the father because,73,0,1.498440385,1.771862388,-0.273422003
1056,bothered,2,The father bothered the mother because,59,1,1.831768632,1.641492486,-0.190276146
1057,bothered,2,The mother bothered the father because,59,0,1.636740088,1.663640976,-0.026900888
1058,called,2,The father called the mother because,82,1,1.759159088,1.657279253,-0.101879835
1059,called,2,The mother called the father because,82,0,1.625056624,1.696656466,-0.071599842
1060,calmed,2,The father calmed the mother because,-53,1,1.792717934,1.791914463,-0.000803471
1061,calmed,2,The mother calmed the father because,-53,0,1.657099009,1.884435415,-0.227336406
1062,calmed down,2,The father calmed down the mother because,-79,1,1.939168572,1.566563368,-0.372605204
1063,calmed down,2,The mother calmed down the father because,-79,0,1.535806775,1.876789212,-0.340982437
1064,captivated,2,The father captivated the mother because,78,1,1.654518962,1.68697834,0.032459378
1065,captivated,2,The mother captivated the father because,78,0,1.642560482,1.612720847,0.029839635
1066,carried,2,The father carried the mother because,-92,1,1.836950421,1.839834213,0.002883792
1067,carried,2,The mother carried the father because,-92,0,1.866331816,1.662561297,0.203770519
1068,castigated,2,The father castigated the mother because,-45,1,2.556403399,1.420052052,-1.136351347
1069,castigated,2,The mother castigated the father because,-45,0,1.468302131,2.099629641,-0.63132751
1070,caught,2,The father caught the mother because,-44,1,1.640350699,1.579504728,-0.060845971
1071,caught,2,The mother caught the father because,-44,0,1.505379558,1.660422564,-0.155043006
1072,cautioned,2,The father cautioned the mother because,-36,1,2.381672144,2.425831795,0.044159651
1073,cautioned,2,The mother cautioned the father because,-36,0,2.247531652,2.322257519,-0.074725867
1074,celebrated,2,The father celebrated the mother because,-72,1,1.829347372,1.77352035,-0.055827022
1075,celebrated,2,The mother celebrated the father because,-72,0,1.638124466,1.882389307,-0.244264841
1076,censured,2,The father censured the mother because,-58,1,2.245846033,1.55081594,-0.695030093
1077,censured,2,The mother censured the father because,-58,0,1.560354471,2.041862011,-0.48150754
1078,charmed,2,The father charmed the mother because,81,1,1.635818481,1.903527975,0.267709494
1079,charmed,2,The mother charmed the father because,81,0,1.703254104,1.600361705,0.102892399
1080,chased,2,The father chased the mother because,-33,1,1.621865273,1.518576741,-0.103288532
1081,chased,2,The mother chased the father because,-33,0,1.486295223,1.643264413,-0.15696919
1082,cheated,2,The father cheated the mother because,63,1,1.440888405,2.007170916,0.566282511
1083,cheated,2,The mother cheated the father because,63,0,1.891593099,1.459572673,0.432020426
1084,cheered,2,The father cheered the mother because,-48,1,2.001440763,1.662945986,-0.338494777
1085,cheered,2,The mother cheered the father because,-48,0,1.487086654,2.062504768,-0.575418114
1086,cherished,2,The father cherished the mother because,-53,1,1.858389139,1.581389785,-0.276999354
1087,cherished,2,The mother cherished the father because,-53,0,1.620813489,1.70664525,-0.085831761
1088,chilled,2,The father chilled the mother because,31,1,1.791786551,1.823310375,0.031523824
1089,chilled,2,The mother chilled the father because,31,0,1.729221582,1.871155381,-0.141933799
1090,comforted,2,The father comforted the mother because,-77,1,1.853737831,2.001153231,0.1474154
1091,comforted,2,The mother comforted the father because,-77,0,1.945890665,1.804430127,0.141460538
1092,commended,2,The father commended the mother because,-82,1,2.435065985,1.48416996,-0.950896025
1093,commended,2,The mother commended the father because,-82,0,1.523755789,2.297199011,-0.773443222
1094,compensated,2,The father compensated the mother because,16,1,1.528984785,2.001202345,0.47221756
1095,compensated,2,The mother compensated the father because,16,0,1.830318213,1.630289912,0.200028301
1096,complemented,2,The father complemented the mother because,-56,1,2.001171827,2.688210726,0.687038899
1097,complemented,2,The mother complemented the father because,-56,0,2.859266281,1.901809931,0.95745635
1098,complimented,2,The father complimented the mother because,-47,1,2.027412415,1.843575358,-0.183837057
1099,complimented,2,The mother complimented the father because,-47,0,1.759025455,2.054846764,-0.295821309
1100,concerned,2,The father concerned the mother because,81,1,1.841062188,2.067694187,0.226631999
1101,concerned,2,The mother concerned the father because,81,0,1.853504896,1.987117529,-0.133612633
1102,condemned,2,The father condemned the mother because,-63,1,2.407306433,1.437225342,-0.970081091
1103,condemned,2,The mother condemned the father because,-63,0,1.440152884,2.388478994,-0.94832611
1104,confessed to,2,The father confessed to the mother because,74,1,1.262785792,2.370475054,1.107689262
1105,confessed to,2,The mother confessed to the father because,74,0,2.526786327,1.162735343,1.364050984
1106,confided in,2,The father confided in the mother because,5,1,1.527870059,2.061616182,0.533746123
1107,confided in,2,The mother confided in the father because,5,0,2.237748861,1.370625973,0.867122888
1108,confounded,2,The father confounded the mother because,36,1,1.570281625,2.140097141,0.569815516
1109,confounded,2,The mother confounded the father because,36,0,1.860398769,1.680171967,0.180226802
1110,confused,2,The father confused the mother because,60,1,1.766230106,1.947590709,0.181360603
1111,confused,2,The mother confused the father because,60,0,1.657186985,1.890797257,-0.233610272
1112,congratulated,2,The father congratulated the mother because,-94,1,1.836583138,1.779006124,-0.057577014
1113,congratulated,2,The mother congratulated the father because,-94,0,1.573236108,2.031562805,-0.458326697
1114,consulted,2,The father consulted the mother because,13,1,1.66311419,2.006716251,0.343602061
1115,consulted,2,The mother consulted the father because,13,0,2.249597311,1.454041243,0.795556068
1116,corrected,2,The father corrected the mother because,-74,1,1.77805388,2.042560339,0.264506459
1117,corrected,2,The mother corrected the father because,-74,0,1.90759182,1.862661719,0.044930101
1118,corrupted,2,The father corrupted the mother because,38,1,1.557667375,2.27135396,0.713686585
1119,corrupted,2,The mother corrupted the father because,38,0,2.058045149,1.632584691,0.425460458
1120,counseled,2,The father counseled the mother because,-67,1,2.083957672,2.298988342,0.21503067
1121,counseled,2,The mother counseled the father because,-67,0,2.112107038,2.163894176,-0.051787138
1122,courted,2,The father courted the mother because,33,1,1.672876239,1.899585247,0.226709008
1123,courted,2,The mother courted the father because,33,0,1.970445991,1.517864704,0.452581287
1124,criticized,2,The father criticized the mother because,-45,1,2.399906874,1.543367386,-0.856539488
1125,criticized,2,The mother criticized the father because,-45,0,1.517636538,2.160246372,-0.642609834
1126,dated,2,The father dated the mother because,15,1,1.836117029,2.149119854,0.313002825
1127,dated,2,The mother dated the father because,15,0,1.937730193,1.736073017,0.201657176
1128,debated with,2,The father debated with the mother because,27,1,1.763630509,2.571998596,0.808368087
1129,debated with,2,The mother debated with the father because,27,0,2.571506977,1.56654489,1.004962087
1130,deceived,2,The father deceived the mother because,63,1,1.269014239,2.198656082,0.929641843
1131,deceived,2,The mother deceived the father because,63,0,2.010200024,1.313100576,0.697099448
1132,decried,2,The father decried the mother because,-11,1,2.571963549,1.611584902,-0.960378647
1133,decried,2,The mother decried the father because,-11,0,1.684521914,2.354247093,-0.669725179
1134,defied,2,The father defied the mother because,27,1,1.368354082,2.294793129,0.926439047
1135,defied,2,The mother defied the father because,27,0,2.518804789,1.173333764,1.345471025
1136,delighted,2,The father delighted the mother because,85,1,1.701344728,1.977540612,0.276195884
1137,delighted,2,The mother delighted the father because,85,0,1.750171542,1.808706045,-0.058534503
1138,denounced,2,The father denounced the mother because,-36,1,2.440363407,1.4096452,-1.030718207
1139,denounced,2,The mother denounced the father because,-36,0,1.433871269,2.210572481,-0.776701212
1140,deplored,2,The father deplored the mother because,-34,1,2.36040473,1.564958811,-0.795445919
1141,deplored,2,The mother deplored the father because,-34,0,1.625330925,2.191448212,-0.566117287
1142,deprecated,2,The father deprecated the mother because,-12,1,1.756992459,2.275416851,0.518424392
1143,deprecated,2,The mother deprecated the father because,-12,0,2.463527918,1.701223612,0.762304306
1144,derided,2,The father derided the mother because,-24,1,3.073156595,1.195953488,-1.877203107
1145,derided,2,The mother derided the father because,-24,0,1.298649669,2.555366755,-1.256717086
1146,deserted,2,The father deserted the mother because,36,1,1.623517394,1.831635714,0.20811832
1147,deserted,2,The mother deserted the father because,36,0,1.947330952,1.453583956,0.493746996
1148,despised,2,The father despised the mother because,-87,1,1.933254123,1.529279232,-0.403974891
1149,despised,2,The mother despised the father because,-87,0,1.538966417,1.724168301,-0.185201884
1150,detested,2,The father detested the mother because,-78,1,1.918618679,1.702999234,-0.215619445
1151,detested,2,The mother detested the father because,-78,0,1.762892485,1.769975424,-0.007082939
1152,disappointed,2,The father disappointed the mother because,73,1,1.622578382,2.009525537,0.386947155
1153,disappointed,2,The mother disappointed the father because,73,0,1.699837565,1.777854443,-0.078016878
1154,discouraged,2,The father discouraged the mother because,36,1,1.809798598,1.658035636,-0.151762962
1155,discouraged,2,The mother discouraged the father because,36,0,1.657566547,1.692876577,-0.03531003
1156,disgruntled,2,The father disgruntled the mother because,58,1,1.727475166,1.867438674,0.139963508
1157,disgruntled,2,The mother disgruntled the father because,58,0,1.670377135,1.801051021,-0.130673886
1158,disliked,2,The father disliked the mother because,-87,1,2.162567377,1.449519038,-0.713048339
1159,disliked,2,The mother disliked the father because,-87,0,1.536135912,1.75330174,-0.217165828
1160,disobeyed,2,The father disobeyed the mother because,55,1,1.3376261,2.208458185,0.870832085
1161,disobeyed,2,The mother disobeyed the father because,55,0,2.263158321,1.230007648,1.033150673
1162,disparaged,2,The father disparaged the mother because,12,1,2.407565832,1.629064798,-0.778501034
1163,disparaged,2,The mother disparaged the father because,12,0,1.616403699,2.138790607,-0.522386908
1164,distracted,2,The father distracted the mother because,53,1,1.582177281,1.924832702,0.342655421
1165,distracted,2,The mother distracted the father because,53,0,1.756054759,1.637213469,0.11884129
1166,distressed,2,The father distressed the mother because,60,1,1.799355388,1.861962676,0.062607288
1167,distressed,2,The mother distressed the father because,60,0,1.651480675,1.883770108,-0.232289433
1168,distrusted,2,The father distrusted the mother because,-75,1,1.853801489,1.740804791,-0.112996698
1169,distrusted,2,The mother distrusted the father because,-75,0,1.670312762,1.746139169,-0.075826407
1170,divorced,2,The father divorced the mother because,-21,1,1.79379797,2.204784155,0.410986185
1171,divorced,2,The mother divorced the father because,-21,0,1.921637177,1.718306899,0.203330278
1172,dominated,2,The father dominated the mother because,3,1,1.686211705,1.996341825,0.31013012
1173,dominated,2,The mother dominated the father because,3,0,2.079325676,1.502443433,0.576882243
